District,Latitude,Longitude,Region,N,P,K,pH,Rainfall,Crop
Nagpur,21.15143,79.06374,Vidarbha,60,31,51,7.7,884,Soybean
Nagpur,21.24632,79.02973,Vidarbha,54,35,47,7.6,982,Cotton
Nagpur,21.13196,79.11674,Vidarbha,59,30,45,7.8,825,Cotton
Nagpur,21.09067,79.07511,Vidarbha,60,28,55,7.7,858,Soybean
Nagpur,21.22111,79.08843,Vidarbha,57,33,60,7.3,816,Soybean
Nagpur,21.12761,79.05672,Vidarbha,67,29,53,7.5,988,Cotton
Nagpur,21.16791,79.11546,Vidarbha,52,26,43,8,966,Cotton
Nagpur,21.12877,79.051,Vidarbha,54,33,44,7.9,923,Cotton
Nagpur,21.12538,79.0901,Vidarbha,73,33,46,7,1118,Sugarcane
Nagpur,21.17044,79.07008,Vidarbha,69,32,59,7.5,1113,Cotton
Nagpur,21.10906,79.12613,Vidarbha,43,22,46,7.8,1043,Cotton
Nagpur,21.07079,79.07863,Vidarbha,42,35,47,7.7,1135,Cotton
Nagpur,21.21475,79.11162,Vidarbha,64,35,50,7.7,997,Cotton
Nagpur,21.13743,79.12594,Vidarbha,59,45,47,7.2,931,Sugarcane
Nagpur,21.11942,79.12358,Vidarbha,53,21,57,7.4,1028,Sugarcane
Nagpur,21.1374,79.11578,Vidarbha,58,31,47,7.4,959,Sugarcane
Nagpur,21.21453,79.1029,Vidarbha,53,32,70,6.9,871,Soybean
Nagpur,21.14127,79.06837,Vidarbha,48,18,58,8,972,Cotton
Nagpur,21.10842,79.01021,Vidarbha,74,39,41,7.5,819,Soybean
Nagpur,21.12291,79.13861,Vidarbha,73,28,54,7.2,1080,Sugarcane
Nagpur,21.16383,79.04298,Vidarbha,71,34,63,7.6,887,Soybean
Nagpur,21.17402,79.04976,Vidarbha,56,23,44,8,928,Cotton
Nagpur,21.14799,79.0611,Vidarbha,73,36,44,7.5,1064,Cotton
Nagpur,21.15481,79.08022,Vidarbha,75,29,42,7.5,915,Cotton
Nagpur,21.1442,79.12744,Vidarbha,78,30,46,7.8,943,Cotton
Nagpur,21.12352,79.0434,Vidarbha,58,24,44,7.3,1178,Sugarcane
Nagpur,21.11832,79.05361,Vidarbha,66,28,48,7.8,1077,Cotton
Nagpur,21.16861,79.09716,Vidarbha,74,28,51,7.5,829,Soybean
Nagpur,21.19606,79.03177,Vidarbha,60,25,48,8.1,972,Cotton
Nagpur,21.13696,79.16683,Vidarbha,44,40,70,7.6,921,Cotton
Nagpur,21.1568,79.04996,Vidarbha,72,33,49,6.9,1192,Sugarcane
Nagpur,21.19575,79.10256,Vidarbha,63,29,47,7.6,990,Cotton
Nagpur,21.11642,79.11386,Vidarbha,56,31,39,7.2,847,Soybean
Nagpur,21.17387,79.13233,Vidarbha,62,21,53,7.5,943,Cotton
Nagpur,21.16289,79.11108,Vidarbha,65,38,60,8,902,Cotton
Nagpur,21.15195,79.09577,Vidarbha,56,18,57,7.9,854,Cotton
Nagpur,21.12985,79.07824,Vidarbha,62,34,48,7.8,1073,Cotton
Nagpur,21.18545,79.11132,Vidarbha,52,31,29,7.8,954,Cotton
Nagpur,21.1661,79.02138,Vidarbha,47,29,49,7.9,954,Cotton
Nagpur,21.13788,79.14882,Vidarbha,55,32,62,7.5,950,Cotton
Nagpur,21.05407,79.11234,Vidarbha,49,24,52,7.6,927,Cotton
Nagpur,21.14734,79.14704,Vidarbha,68,24,50,7.4,949,Sugarcane
Nagpur,21.14002,79.03048,Vidarbha,48,27,47,7.5,841,Soybean
Nagpur,21.17132,79.06947,Vidarbha,34,24,34,7.3,959,Sugarcane
Nagpur,21.19836,79.08093,Vidarbha,42,28,46,7.3,926,Sugarcane
Nagpur,21.15336,79.12615,Vidarbha,59,34,49,7.6,923,Cotton
Nagpur,21.1459,79.18165,Vidarbha,67,34,57,7.8,1002,Cotton
Nagpur,21.20747,79.1117,Vidarbha,51,35,56,8.1,973,Cotton
Nagpur,21.07439,79.07355,Vidarbha,58,22,45,8,1072,Cotton
Nagpur,21.13111,79.1162,Vidarbha,51,35,45,7.7,987,Cotton
Nagpur,21.157,79.09669,Vidarbha,66,29,54,7,984,Sugarcane
Nagpur,21.1348,79.04514,Vidarbha,58,35,44,6.8,901,Sugarcane
Nagpur,21.1191,79.04804,Vidarbha,69,26,59,7.4,1033,Sugarcane
Wardha,20.79794,78.5933,Vidarbha,62,22,44,7.8,946,Cotton
Wardha,20.69538,78.54395,Vidarbha,59,35,57,7.2,991,Sugarcane
Wardha,20.76385,78.57692,Vidarbha,69,27,50,7.6,934,Cotton
Wardha,20.74783,78.63128,Vidarbha,63,21,51,7.6,936,Cotton
Wardha,20.83603,78.62371,Vidarbha,83,26,66,7.4,900,Soybean
Wardha,20.72092,78.5958,Vidarbha,45,30,54,7.6,1043,Cotton
Wardha,20.71949,78.56788,Vidarbha,83,30,44,7.1,927,Sugarcane
Wardha,20.74158,78.58777,Vidarbha,59,28,41,8.1,962,Cotton
Wardha,20.73962,78.58113,Vidarbha,61,37,60,8,1086,Cotton
Wardha,20.76403,78.51996,Vidarbha,57,24,56,8,868,Cotton
Wardha,20.69781,78.66092,Vidarbha,62,30,48,7.9,1066,Cotton
Wardha,20.78209,78.62664,Vidarbha,56,17,53,7.5,1053,Cotton
Wardha,20.75942,78.61013,Vidarbha,69,36,35,7.4,1045,Sugarcane
Wardha,20.70536,78.63661,Vidarbha,52,37,60,7.2,702,Soybean
Wardha,20.79338,78.63325,Vidarbha,64,26,49,7.7,902,Cotton
Wardha,20.69944,78.58736,Vidarbha,55,30,63,7.5,837,Soybean
Wardha,20.79455,78.71104,Vidarbha,69,31,48,7.2,921,Sugarcane
Wardha,20.67787,78.55582,Vidarbha,56,36,55,7.1,731,Soybean
Wardha,20.70413,78.60673,Vidarbha,62,33,51,6.9,923,Sugarcane
Wardha,20.68903,78.56088,Vidarbha,53,30,38,6.9,845,Soybean
Wardha,20.80895,78.62663,Vidarbha,50,37,58,7,794,Soybean
Wardha,20.71229,78.64393,Vidarbha,56,29,50,7,953,Sugarcane
Wardha,20.69833,78.61932,Vidarbha,70,28,52,7.5,997,Cotton
Wardha,20.75028,78.63201,Vidarbha,64,36,57,7.7,1059,Cotton
Wardha,20.7544,78.59388,Vidarbha,64,20,56,7.2,888,Soybean
Wardha,20.74149,78.56375,Vidarbha,73,27,38,7.1,1077,Sugarcane
Wardha,20.7879,78.57003,Vidarbha,67,25,48,7.1,894,Soybean
Wardha,20.78435,78.58407,Vidarbha,70,23,38,7.8,751,Cotton
Wardha,20.80494,78.51756,Vidarbha,54,28,42,7.9,927,Cotton
Wardha,20.73722,78.5761,Vidarbha,55,23,52,7.5,976,Cotton
Wardha,20.75742,78.62676,Vidarbha,48,33,54,7.7,993,Cotton
Wardha,20.70818,78.6402,Vidarbha,48,34,40,7.7,926,Cotton
Wardha,20.70292,78.624,Vidarbha,66,34,57,7.7,897,Soybean
Wardha,20.75519,78.63537,Vidarbha,64,33,41,7.4,891,Soybean
Wardha,20.78814,78.71077,Vidarbha,52,22,41,7.7,857,Soybean
Wardha,20.83139,78.62037,Vidarbha,41,27,49,7.5,800,Soybean
Wardha,20.77842,78.64378,Vidarbha,52,31,57,7.6,1086,Cotton
Wardha,20.68806,78.58747,Vidarbha,35,25,50,8.1,1014,Cotton
Wardha,20.76171,78.58701,Vidarbha,64,31,56,7.7,993,Cotton
Wardha,20.7715,78.57892,Vidarbha,74,26,42,7.3,942,Sugarcane
Wardha,20.74159,78.61658,Vidarbha,54,40,52,7,975,Sugarcane
Wardha,20.7385,78.6248,Vidarbha,67,31,41,7.4,922,Sugarcane
Wardha,20.74654,78.56155,Vidarbha,66,27,43,7.8,928,Cotton
Wardha,20.87317,78.51739,Vidarbha,49,25,51,7.9,1029,Cotton
Wardha,20.7519,78.6663,Vidarbha,50,26,60,7.5,868,Soybean
Wardha,20.8189,78.56869,Vidarbha,47,27,59,7.2,967,Sugarcane
Wardha,20.7328,78.66308,Vidarbha,61,32,47,7.7,876,Soybean
Wardha,20.77881,78.60643,Vidarbha,82,24,35,7.1,842,Soybean
Wardha,20.72186,78.62004,Vidarbha,52,29,66,7.6,987,Cotton
Wardha,20.7398,78.53645,Vidarbha,70,41,54,7.1,989,Sugarcane
Wardha,20.79109,78.63117,Vidarbha,60,27,59,7.6,895,Soybean
Wardha,20.74205,78.48489,Vidarbha,53,23,66,7.5,925,Cotton
Wardha,20.74615,78.60996,Vidarbha,63,24,48,7.6,923,Cotton
Wardha,20.73932,78.60841,Vidarbha,46,31,39,7.9,1228,Rice
Wardha,20.70819,78.63582,Vidarbha,55,19,46,7.3,966,Sugarcane
Wardha,20.70623,78.58278,Vidarbha,73,32,55,7.2,987,Sugarcane
Wardha,20.76562,78.61427,Vidarbha,62,23,49,7.3,1054,Sugarcane
Wardha,20.74217,78.64087,Vidarbha,76,19,41,7.8,1123,Cotton
Wardha,20.77685,78.63131,Vidarbha,74,28,62,8,967,Cotton
Wardha,20.70945,78.60541,Vidarbha,72,28,48,7.6,936,Cotton
Wardha,20.75274,78.62041,Vidarbha,68,20,52,7.5,1031,Cotton
Wardha,20.70133,78.58456,Vidarbha,71,29,46,7.3,939,Sugarcane
Wardha,20.72501,78.57992,Vidarbha,63,29,44,7.7,870,Soybean
Wardha,20.76714,78.53424,Vidarbha,81,24,42,7.4,947,Sugarcane
Wardha,20.71906,78.5948,Vidarbha,50,32,59,7.4,956,Sugarcane
Wardha,20.75814,78.6489,Vidarbha,64,30,56,7.7,925,Cotton
Wardha,20.6905,78.62233,Vidarbha,75,25,56,7.4,702,Soybean
Wardha,20.69478,78.58298,Vidarbha,63,29,50,7.8,832,Cotton
Wardha,20.75568,78.70555,Vidarbha,67,28,43,7.6,973,Cotton
Wardha,20.76626,78.59079,Vidarbha,42,38,48,8.1,885,Cotton
Wardha,20.79163,78.57244,Vidarbha,32,17,48,7.3,950,Sugarcane
Wardha,20.73821,78.59542,Vidarbha,64,21,46,8,1028,Cotton
Wardha,20.74261,78.57673,Vidarbha,75,27,46,7.3,1158,Sugarcane
Wardha,20.70363,78.63086,Vidarbha,63,21,56,7.3,997,Sugarcane
Wardha,20.76931,78.62852,Vidarbha,63,23,59,7.1,997,Sugarcane
Wardha,20.68687,78.57034,Vidarbha,50,35,49,7.4,910,Sugarcane
Wardha,20.74819,78.65275,Vidarbha,82,25,62,7.6,967,Cotton
Wardha,20.72753,78.55054,Vidarbha,74,32,61,7.9,887,Cotton
Wardha,20.74556,78.56689,Vidarbha,40,31,57,7.3,918,Sugarcane
Wardha,20.77534,78.65009,Vidarbha,58,33,44,7.2,1031,Sugarcane
Wardha,20.78829,78.66172,Vidarbha,57,25,55,7.4,980,Sugarcane
Wardha,20.71921,78.59996,Vidarbha,61,33,48,7.7,1050,Cotton
Wardha,20.78159,78.61965,Vidarbha,62,28,63,7.5,987,Cotton
Wardha,20.78626,78.61412,Vidarbha,68,42,38,7.5,982,Cotton
Wardha,20.73313,78.64644,Vidarbha,65,26,48,7.5,1103,Cotton
Wardha,20.7424,78.59848,Vidarbha,54,23,54,7.5,882,Soybean
Wardha,20.67703,78.59171,Vidarbha,63,23,43,7.4,914,Sugarcane
Wardha,20.71523,78.58156,Vidarbha,61,27,69,7.7,959,Cotton
Wardha,20.73952,78.55582,Vidarbha,63,34,49,7.3,734,Soybean
Wardha,20.75319,78.50748,Vidarbha,61,31,43,7.4,823,Soybean
Wardha,20.71549,78.62539,Vidarbha,76,27,58,7.1,1013,Sugarcane
Wardha,20.74898,78.6426,Vidarbha,70,25,45,7.6,917,Cotton
Wardha,20.77583,78.61857,Vidarbha,62,26,61,7.4,860,Soybean
Wardha,20.73128,78.56559,Vidarbha,54,39,51,7.2,915,Sugarcane
Wardha,20.72305,78.61491,Vidarbha,76,27,63,7.9,794,Cotton
Wardha,20.7447,78.59499,Vidarbha,49,26,62,7.8,1002,Cotton
Wardha,20.72876,78.55297,Vidarbha,56,36,45,7.7,893,Soybean
Wardha,20.71092,78.6834,Vidarbha,50,28,48,7.8,1181,Cotton
Wardha,20.76716,78.63528,Vidarbha,67,35,52,7.7,794,Soybean
Wardha,20.69959,78.60515,Vidarbha,46,31,24,7.4,1129,Sugarcane
Washim,20.12471,77.12303,Vidarbha,51,32,50,7.6,911,Cotton
Washim,20.08057,77.08668,Vidarbha,53,39,54,7.4,1011,Sugarcane
Washim,20.10495,77.10121,Vidarbha,50,32,52,7.7,925,Cotton
Washim,20.07455,77.13663,Vidarbha,43,20,43,7.7,888,Soybean
Washim,20.15805,77.09652,Vidarbha,59,26,42,7.4,997,Sugarcane
Washim,20.13017,77.22517,Vidarbha,60,23,56,7.9,1154,Cotton
Washim,20.11999,77.13417,Vidarbha,59,33,62,7.5,707,Soybean
Washim,20.06444,77.05025,Vidarbha,52,37,48,7.4,999,Sugarcane
Washim,20.23596,77.17841,Vidarbha,73,25,60,7.5,986,Cotton
Washim,20.05645,77.12725,Vidarbha,57,31,48,7.7,982,Cotton
Washim,20.14098,77.15467,Vidarbha,58,29,54,7.7,902,Cotton
Washim,20.12605,77.06213,Vidarbha,50,26,51,7.7,1008,Cotton
Washim,20.17428,77.10499,Vidarbha,60,33,41,7.2,963,Sugarcane
Washim,20.08481,77.09706,Vidarbha,71,26,56,7.6,930,Cotton
Washim,20.13858,77.11361,Vidarbha,65,24,64,7.5,782,Soybean
Washim,20.15328,77.08871,Vidarbha,51,25,51,7.8,1060,Cotton
Washim,20.11056,77.05709,Vidarbha,57,38,45,6.9,922,Sugarcane
Washim,20.16478,77.09157,Vidarbha,66,29,50,7.1,863,Soybean
Washim,20.06917,77.13496,Vidarbha,62,30,45,7.8,1065,Cotton
Washim,20.07146,77.15766,Vidarbha,57,26,54,7,1030,Sugarcane
Washim,20.06904,77.12414,Vidarbha,53,31,50,7.2,879,Soybean
Washim,20.05806,77.1604,Vidarbha,46,42,56,7.2,720,Soybean
Washim,20.15044,77.08727,Vidarbha,91,38,54,7.8,781,Cotton
Washim,20.11067,77.14921,Vidarbha,69,30,53,7.3,987,Sugarcane
Washim,20.05503,77.11671,Vidarbha,53,31,50,7.9,1001,Cotton
Washim,20.09723,77.12112,Vidarbha,62,25,52,7.7,1008,Cotton
Washim,20.07677,77.04453,Vidarbha,51,32,42,7.7,996,Cotton
Washim,20.0819,77.08863,Vidarbha,64,29,48,7.6,1056,Cotton
Washim,20.06804,77.07696,Vidarbha,61,28,44,7.7,835,Soybean
Washim,20.1407,77.10608,Vidarbha,60,25,41,7.1,887,Soybean
Washim,20.10594,77.10374,Vidarbha,59,29,53,7.6,891,Soybean
Washim,20.08209,77.07076,Vidarbha,67,31,47,7.5,786,Soybean
Washim,20.1578,77.0908,Vidarbha,57,37,46,7.2,992,Sugarcane
Washim,20.10744,77.163,Vidarbha,61,30,54,7.4,856,Soybean
Washim,20.12288,77.09065,Vidarbha,62,32,51,7.4,914,Sugarcane
Washim,20.10193,77.13802,Vidarbha,41,33,50,7.8,1031,Cotton
Washim,20.02072,77.10758,Vidarbha,51,26,52,7.1,853,Soybean
Washim,20.14037,77.05567,Vidarbha,67,26,43,7.2,725,Soybean
Washim,20.06633,77.08304,Vidarbha,66,20,51,7.5,1045,Cotton
Washim,20.15053,77.10352,Vidarbha,61,30,58,7.5,1103,Cotton
Washim,20.19147,77.18789,Vidarbha,64,39,46,7.9,1080,Cotton
Washim,20.08619,77.10492,Vidarbha,58,27,51,7.3,911,Sugarcane
Washim,20.12313,77.05358,Vidarbha,54,29,35,7.3,851,Soybean
Washim,20.08919,77.07514,Vidarbha,75,26,45,8,836,Cotton
Washim,20.10645,77.0419,Vidarbha,44,28,55,7.3,1097,Sugarcane
Washim,20.16016,77.14021,Vidarbha,65,35,36,7.4,1066,Sugarcane
Washim,20.08359,77.1085,Vidarbha,68,31,47,7.9,1021,Cotton
Washim,20.12885,77.00744,Vidarbha,59,32,50,7.1,888,Soybean
Washim,20.14176,77.17751,Vidarbha,61,35,53,7.2,893,Soybean
Washim,20.13512,77.10897,Vidarbha,72,25,53,7.2,726,Soybean
Washim,20.11145,77.16319,Vidarbha,62,30,54,7.6,806,Soybean
Washim,20.08662,77.13671,Vidarbha,64,23,51,7.7,775,Soybean
Washim,20.09859,77.13353,Vidarbha,50,30,72,7.5,884,Soybean
Washim,20.09469,77.20196,Vidarbha,49,32,62,7.8,811,Cotton
Washim,20.13011,77.1568,Vidarbha,53,30,41,7.9,885,Cotton
Washim,20.07098,77.15076,Vidarbha,54,26,44,6.9,1049,Sugarcane
Washim,20.14096,77.08493,Vidarbha,71,35,57,7.6,878,Soybean
Washim,20.11949,77.10607,Vidarbha,68,26,48,7.5,855,Soybean
Washim,20.09072,77.14419,Vidarbha,66,38,57,7,934,Sugarcane
Washim,20.14633,77.12179,Vidarbha,54,35,47,7.4,898,Soybean
Washim,20.11312,77.03863,Vidarbha,46,36,49,7.1,967,Sugarcane
Washim,20.11371,77.14883,Vidarbha,53,31,33,7.6,877,Soybean
Washim,20.12304,77.13529,Vidarbha,67,33,51,7.6,892,Soybean
Washim,20.09345,77.15228,Vidarbha,71,36,65,7.1,1028,Sugarcane
Washim,20.09751,77.1235,Vidarbha,57,33,49,8,877,Cotton
Washim,19.99329,77.07651,Vidarbha,55,40,47,7.5,946,Cotton
Washim,20.15867,77.16416,Vidarbha,81,32,58,7.8,1121,Cotton
Washim,20.07877,77.11106,Vidarbha,61,35,61,8,854,Cotton
Washim,20.13385,77.10528,Vidarbha,63,34,63,7.3,925,Sugarcane
Washim,20.06062,77.06555,Vidarbha,41,32,53,7.8,971,Cotton
Washim,20.15028,77.10986,Vidarbha,69,27,49,7.4,870,Soybean
Washim,20.1629,77.09776,Vidarbha,51,37,54,7.4,1011,Sugarcane
Washim,20.13873,77.11344,Vidarbha,45,30,46,7.8,838,Cotton
Washim,20.09371,77.13802,Vidarbha,76,32,46,7.6,870,Soybean
Washim,20.09518,77.125,Vidarbha,42,38,53,7.2,781,Soybean
Washim,20.16036,77.11298,Vidarbha,54,37,44,7.2,923,Sugarcane
Washim,20.1122,77.04251,Vidarbha,72,28,62,7.6,961,Cotton
Washim,20.18145,77.15392,Vidarbha,66,31,51,7.5,951,Cotton
Washim,20.06694,77.16036,Vidarbha,57,30,43,7.7,1054,Cotton
Washim,20.16054,77.12188,Vidarbha,67,31,56,7.2,1012,Sugarcane
Washim,20.14335,77.11421,Vidarbha,52,30,43,7.4,956,Sugarcane
Washim,20.09272,77.08038,Vidarbha,62,23,62,7.3,921,Sugarcane
Washim,20.08043,77.11146,Vidarbha,59,34,32,7.8,951,Cotton
Washim,20.17412,77.20306,Vidarbha,55,28,53,7.4,950,Sugarcane
Washim,20.12137,77.17497,Vidarbha,71,39,45,7.3,1081,Sugarcane
Washim,20.10825,77.0796,Vidarbha,62,34,56,7.6,1005,Cotton
Washim,20.11326,77.07578,Vidarbha,68,31,39,7.7,903,Cotton
Washim,20.08229,77.09563,Vidarbha,72,29,39,7.7,778,Soybean
Washim,20.07982,77.11439,Vidarbha,62,31,73,8.1,932,Cotton
Washim,20.07127,77.10562,Vidarbha,78,27,39,7.5,919,Cotton
Washim,20.10459,77.10819,Vidarbha,56,36,50,7.4,1041,Sugarcane
Washim,20.11159,77.13058,Vidarbha,64,15,43,7.9,744,Cotton
Washim,20.09489,77.1553,Vidarbha,53,32,51,7,901,Sugarcane
Washim,20.05914,77.15561,Vidarbha,76,25,43,7.5,947,Cotton
Washim,20.13894,77.10259,Vidarbha,77,22,63,7.9,1011,Cotton
Washim,20.09449,77.13566,Vidarbha,39,27,54,7.3,1077,Sugarcane
Washim,20.05872,77.14774,Vidarbha,66,34,46,7.3,1063,Sugarcane
Washim,20.14844,77.0764,Vidarbha,63,24,30,6.8,819,Soybean
Washim,20.07752,77.12059,Vidarbha,58,33,44,7.8,897,Cotton
Washim,20.09448,77.08786,Vidarbha,59,28,56,7.4,983,Sugarcane
Yavatmal,20.38263,78.11074,Vidarbha,53,30,64,7.4,746,Soybean
Yavatmal,20.40872,78.1519,Vidarbha,57,30,47,7.3,848,Soybean
Yavatmal,20.41149,77.98902,Vidarbha,71,22,36,7.7,827,Soybean
Yavatmal,20.43495,78.13929,Vidarbha,86,32,69,7.5,1031,Cotton
Yavatmal,20.38089,78.10668,Vidarbha,70,27,50,7.8,1027,Cotton
Yavatmal,20.38843,78.15644,Vidarbha,77,21,45,7.8,864,Cotton
Yavatmal,20.38668,78.14925,Vidarbha,40,23,54,7.1,1066,Sugarcane
Yavatmal,20.45797,78.12523,Vidarbha,60,28,37,7,846,Soybean
Yavatmal,20.41505,78.07966,Vidarbha,51,22,56,7.7,946,Cotton
Yavatmal,20.37538,78.09726,Vidarbha,64,29,50,7.4,971,Sugarcane
Yavatmal,20.35949,78.15565,Vidarbha,65,29,46,7.7,1010,Cotton
Yavatmal,20.34992,78.15232,Vidarbha,47,28,47,7,983,Sugarcane
Yavatmal,20.43231,78.10453,Vidarbha,60,28,49,7.8,1006,Cotton
Yavatmal,20.32783,78.15213,Vidarbha,43,26,36,8,1017,Cotton
Yavatmal,20.32995,78.1439,Vidarbha,60,29,71,7.5,916,Cotton
Yavatmal,20.34463,78.1909,Vidarbha,65,35,47,7.5,1040,Cotton
Yavatmal,20.29741,78.11725,Vidarbha,45,32,57,7.3,963,Sugarcane
Yavatmal,20.40716,78.18734,Vidarbha,64,33,48,7.1,865,Soybean
Yavatmal,20.41623,78.10939,Vidarbha,85,24,54,7.4,885,Soybean
Yavatmal,20.42559,78.17448,Vidarbha,59,28,57,7.8,1003,Cotton
Yavatmal,20.32756,78.1379,Vidarbha,56,32,53,7.8,909,Cotton
Yavatmal,20.37572,78.16373,Vidarbha,75,32,48,7.5,1247,Rice
Yavatmal,20.40989,78.17631,Vidarbha,67,34,66,7.8,871,Cotton
Yavatmal,20.35736,78.15237,Vidarbha,48,30,52,7.8,941,Cotton
Yavatmal,20.35928,78.10175,Vidarbha,52,26,38,7.7,689,Bajra
Yavatmal,20.44421,78.02703,Vidarbha,78,33,62,7.2,761,Soybean
Yavatmal,20.4087,78.2162,Vidarbha,56,25,61,7.7,860,Soybean
Yavatmal,20.35495,78.20456,Vidarbha,61,19,48,7.2,955,Sugarcane
Yavatmal,20.41054,78.03824,Vidarbha,77,26,37,7.1,945,Sugarcane
Yavatmal,20.42455,78.14784,Vidarbha,64,27,43,7.4,949,Sugarcane
Yavatmal,20.3192,78.10111,Vidarbha,49,37,43,7.3,963,Sugarcane
Yavatmal,20.39847,78.1108,Vidarbha,74,25,54,7.9,924,Cotton
Yavatmal,20.41813,78.066,Vidarbha,54,33,62,7.6,1067,Cotton
Yavatmal,20.35284,78.15128,Vidarbha,68,27,53,7.9,899,Cotton
Yavatmal,20.45424,78.13191,Vidarbha,59,31,58,7.9,1137,Cotton
Yavatmal,20.33349,78.14024,Vidarbha,73,35,43,7.3,878,Soybean
Yavatmal,20.43085,78.0887,Vidarbha,69,35,46,7.3,943,Sugarcane
Yavatmal,20.36552,78.14834,Vidarbha,55,31,58,7.3,961,Sugarcane
Yavatmal,20.35759,78.1481,Vidarbha,63,37,38,7.6,717,Soybean
Yavatmal,20.37124,78.16342,Vidarbha,48,35,53,7.6,907,Cotton
Yavatmal,20.38046,78.10857,Vidarbha,52,34,50,7.5,760,Soybean
Yavatmal,20.40568,78.09719,Vidarbha,56,41,49,7.1,1011,Sugarcane
Yavatmal,20.36055,78.10672,Vidarbha,51,28,51,7.3,1016,Sugarcane
Yavatmal,20.43821,78.07988,Vidarbha,53,27,58,7.4,824,Soybean
Yavatmal,20.42663,78.11685,Vidarbha,61,24,53,7.7,1036,Cotton
Yavatmal,20.44323,78.17453,Vidarbha,71,26,46,7.5,947,Cotton
Yavatmal,20.42441,78.11534,Vidarbha,58,34,44,7.7,1107,Cotton
Yavatmal,20.39621,78.14747,Vidarbha,61,25,56,7.5,939,Cotton
Yavatmal,20.30476,78.10486,Vidarbha,53,22,46,7.1,970,Sugarcane
Yavatmal,20.37272,78.08014,Vidarbha,59,31,38,7.1,845,Soybean
Yavatmal,20.39672,78.17747,Vidarbha,38,35,54,7.3,807,Soybean
Yavatmal,20.37444,78.1334,Vidarbha,65,27,41,7.5,944,Cotton
Yavatmal,20.34403,78.19898,Vidarbha,59,26,57,7.7,845,Soybean
Yavatmal,20.40685,78.15334,Vidarbha,54,38,65,7.4,1209,Rice
Yavatmal,20.36849,78.18217,Vidarbha,54,32,58,7.7,1003,Cotton
Yavatmal,20.37967,78.15847,Vidarbha,69,30,51,7.6,848,Soybean
Yavatmal,20.43487,78.12092,Vidarbha,56,20,55,7.4,929,Sugarcane
Yavatmal,20.34879,78.20958,Vidarbha,69,24,46,7.8,1044,Cotton
Yavatmal,20.39587,78.13076,Vidarbha,43,29,28,7.9,900,Cotton
Yavatmal,20.3685,78.11453,Vidarbha,40,30,44,7.7,795,Soybean
Yavatmal,20.34781,78.08348,Vidarbha,39,30,51,8,1029,Cotton
Yavatmal,20.45131,78.1326,Vidarbha,77,26,62,7.2,819,Soybean
Yavatmal,20.38085,78.06545,Vidarbha,48,30,42,7.3,946,Sugarcane
Yavatmal,20.30899,78.04329,Vidarbha,65,27,52,7.4,820,Soybean
Yavatmal,20.39155,78.16258,Vidarbha,62,27,36,7.8,742,Cotton
Yavatmal,20.38472,78.03744,Vidarbha,52,34,45,7.6,762,Soybean
Yavatmal,20.40439,78.09629,Vidarbha,76,23,53,7.5,962,Cotton
Yavatmal,20.31404,78.07256,Vidarbha,55,36,38,7.4,879,Soybean
Yavatmal,20.42111,78.06177,Vidarbha,55,33,48,7,959,Sugarcane
Yavatmal,20.36094,78.16175,Vidarbha,61,36,53,7.4,1099,Sugarcane
Yavatmal,20.4304,78.16244,Vidarbha,49,38,48,7,935,Sugarcane
Yavatmal,20.3698,78.14346,Vidarbha,63,36,46,7.1,909,Sugarcane
Yavatmal,20.33919,78.13569,Vidarbha,65,27,45,7.4,1099,Sugarcane
Yavatmal,20.36861,78.12942,Vidarbha,65,28,45,7.8,1110,Cotton
Yavatmal,20.40335,78.05611,Vidarbha,58,44,41,7,887,Soybean
Yavatmal,20.40964,78.14566,Vidarbha,60,32,37,7.7,1027,Cotton
Yavatmal,20.40254,78.03049,Vidarbha,78,32,45,7.5,818,Soybean
Yavatmal,20.43968,78.13064,Vidarbha,61,31,49,7.2,839,Soybean
Yavatmal,20.37978,78.15101,Vidarbha,55,22,43,7.5,991,Cotton
Yavatmal,20.38289,78.17074,Vidarbha,64,34,46,7.3,869,Soybean
Yavatmal,20.40534,78.1211,Vidarbha,49,28,42,7.8,892,Cotton
Yavatmal,20.32467,78.07272,Vidarbha,70,26,42,7.6,923,Cotton
Yavatmal,20.37692,78.15955,Vidarbha,43,41,53,8,1016,Cotton
Yavatmal,20.42327,78.1375,Vidarbha,52,32,39,7.3,1070,Sugarcane
Yavatmal,20.33253,78.10124,Vidarbha,58,32,40,7.6,880,Soybean
Yavatmal,20.36716,78.09721,Vidarbha,66,35,53,7.6,982,Cotton
Yavatmal,20.4565,78.13213,Vidarbha,45,31,47,7.4,957,Sugarcane
Yavatmal,20.32592,78.13614,Vidarbha,73,36,37,7.1,836,Soybean
Yavatmal,20.37311,78.16013,Vidarbha,52,35,45,7.5,921,Cotton
Yavatmal,20.41919,78.1158,Vidarbha,52,29,56,7.2,1013,Sugarcane
Yavatmal,20.39762,78.09766,Vidarbha,70,29,46,7.6,718,Soybean
Yavatmal,20.42243,78.08936,Vidarbha,63,20,41,7.5,764,Soybean
Yavatmal,20.35902,78.15335,Vidarbha,48,27,49,7.2,999,Sugarcane
Yavatmal,20.40842,78.16677,Vidarbha,80,30,50,7.9,1021,Cotton
Yavatmal,20.39535,78.14456,Vidarbha,63,29,46,7.9,984,Cotton
